TEST_NR;NAME_LANG;NAME_BEFUND_LANG;GESCHLECHT;BIS_ALTER_TAGE;BIS_ALTER_MONATE;BIS_ALTER_JAHRE;BIS_ALTER;NORMALWERT_VON;NORMALWERT_BIS;BEURTEILUNG;QUELLE
90,0;"PTT";"PTT";"u";;;999,0;999,0;25,1;36,5;;
91,0;"pH";"pH";"u";;;999,0;999,0;7,3;7,5;;
92,0;"pO2";"pO2";"u";;;999,0;999,0;70,0;105,0;;
93,0;"pCO2";"pCO2";"u";;;999,0;999,0;35,0;45,0;;
94,0;"HCO3";"HCO3";"u";;;999,0;999,0;22,0;26,0;;
95,0;"BE";"BE";"u";;;999,0;999,0;-3,0;3,0;;
96,0;"O2-Sättigung";"O2-Sättigung";"u";;;999,0;999,0;90,0;100,0;;
97,0;"TSH (sensitiv)";"TSH";"u";;;999,0;999,0;0,4;5,3;;
97,0;"TSH (sensitiv)";"TSH";"m";7,0;;;0,1;1,1;13,0;;
97,0;"TSH (sensitiv)";"TSH";"w";7,0;;;0,1;1,1;13,0;;
97,0;"TSH (sensitiv)";"TSH";"u";7,0;;;0,1;1,1;13,0;;
97,0;"TSH (sensitiv)";"TSH";"u";15,0;;;0,2;0,6;8,1;;
97,0;"TSH (sensitiv)";"TSH";"m";15,0;;;0,2;0,6;8,1;;
97,0;"TSH (sensitiv)";"TSH";"w";15,0;;;0,2;0,6;8,1;;
97,0;"TSH (sensitiv)";"TSH";"m";;;3,0;3,0;0,3;5,8;;
97,0;"TSH (sensitiv)";"TSH";"w";;;3,0;3,0;0,3;5,8;;
97,0;"TSH (sensitiv)";"TSH";"u";;;3,0;3,0;0,3;5,8;;
97,0;"TSH (sensitiv)";"TSH";"m";;;6,0;6,0;0,7;4,5;;
97,0;"TSH (sensitiv)";"TSH";"w";;;6,0;6,0;0,7;4,5;;
97,0;"TSH (sensitiv)";"TSH";"u";;;6,0;6,0;0,7;4,5;;
97,0;"TSH (sensitiv)";"TSH";"m";;;8,0;8,0;0,7;3,7;;
97,0;"TSH (sensitiv)";"TSH";"w";;;8,0;8,0;0,7;3,7;;
97,0;"TSH (sensitiv)";"TSH";"u";;;8,0;8,0;0,7;3,7;;
97,0;"TSH (sensitiv)";"TSH";"m";;;10,0;10,0;0,6;3,8;;
97,0;"TSH (sensitiv)";"TSH";"w";;;10,0;10,0;0,6;3,8;;
97,0;"TSH (sensitiv)";"TSH";"u";;;10,0;10,0;0,6;3,8;;
97,0;"TSH (sensitiv)";"TSH";"m";;;11,0;11,0;0,7;4,2;;
97,0;"TSH (sensitiv)";"TSH";"w";;;11,0;11,0;0,7;4,2;;
97,0;"TSH (sensitiv)";"TSH";"u";;;11,0;11,0;0,7;4,2;;
97,0;"TSH (sensitiv)";"TSH";"m";;;12,0;12,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"w";;;12,0;12,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"u";;;12,0;12,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"m";;;13,0;13,0;0,4;3,8;;
97,0;"TSH (sensitiv)";"TSH";"w";;;13,0;13,0;0,4;3,8;;
97,0;"TSH (sensitiv)";"TSH";"u";;;13,0;13,0;0,4;3,8;;
97,0;"TSH (sensitiv)";"TSH";"m";;;14,0;14,0;0,4;3,5;;
97,0;"TSH (sensitiv)";"TSH";"w";;;14,0;14,0;0,4;3,5;;
97,0;"TSH (sensitiv)";"TSH";"u";;;14,0;14,0;0,4;3,5;;
97,0;"TSH (sensitiv)";"TSH";"m";;;15,0;15,0;0,5;3,7;;
97,0;"TSH (sensitiv)";"TSH";"w";;;15,0;15,0;0,5;3,7;;
97,0;"TSH (sensitiv)";"TSH";"u";;;15,0;15,0;0,5;3,7;;
97,0;"TSH (sensitiv)";"TSH";"m";;;16,0;16,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"w";;;16,0;16,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"u";;;16,0;16,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"m";;;17,0;17,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"w";;;17,0;17,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"u";;;17,0;17,0;0,5;4,0;;
97,0;"TSH (sensitiv)";"TSH";"m";;;18,0;18,0;0,4;4,7;;
97,0;"TSH (sensitiv)";"TSH";"w";;;18,0;18,0;0,4;4,7;;
97,0;"TSH (sensitiv)";"TSH";"u";;;18,0;18,0;0,4;4,7;;
97,0;"TSH (sensitiv)";"TSH";"w";;;999,0;999,0;0,4;5,3;;
97,0;"TSH (sensitiv)";"TSH";"m";;;999,0;999,0;0,4;5,3;;
98,0;"D-Dimere";"D-Dimere";"u";;;59,0;59,0;;0,5;;
98,0;"D-Dimere";"D-Dimere";"u";;;69,0;69,0;;0,6;;
98,0;"D-Dimere";"D-Dimere";"u";;;79,0;79,0;;0,7;;
98,0;"D-Dimere";"D-Dimere";"u";;;89,0;89,0;;0,8;;
98,0;"D-Dimere";"D-Dimere";"u";;;999,0;999,0;;0,5;;
99,0;"Gesamteiweiß";"Gesamteiweiß";"u";;;999,0;999,0;6,0;8,3;;
99,0;"Gesamteiweiß";"Gesamteiweiß";"u";;12,0;;0,9;4,8;7,6;"";
99,0;"Gesamteiweiß";"Gesamteiweiß";"u";;;18,0;18,0;6,0;8,0;"";
99,0;"Gesamteiweiß";"Gesamteiweiß";"u";30,0;;;0,3;4,6;6,8;;
100,0;"CHE";"CHE";"u";;;999,0;999,0;4620,0;11500,0;;
102,0;"Harnsäure";"Harnsäure";"u";;;1,0;1,0;2,0;6,0;;
102,0;"Harnsäure";"Harnsäure";"u";;;999,0;999,0;3,5;7,2;;
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"m";;;9,0;9,0;63,0;129,0;;"Tietz 2015"
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"w";;;9,0;9,0;68,0;140,0;;"Tietz 2015"
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"u";;;9,0;9,0;;;;
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"m";;;14,0;14,0;64,0;133,0;;"Tietz 2015"
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"w";;;14,0;14,0;68,0;136,0;;"Tietz 2015"
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"u";;;14,0;14,0;;;;
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"m";;;18,0;18,0;62,0;130,0;;"Tietz 2015"
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"w";;;18,0;18,0;59,0;137,0;;"Tietz 2015"
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"u";;;18,0;18,0;;;;
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"u";;;999,0;999,0;;130,0;;
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"m";;;999,0;999,0;;130,0;;
103,0;"LDL - Cholesterin";"LDL - Cholesterin";"w";;;999,0;999,0;;130,0;;
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"m";;;9,0;9,0;38,0;75,0;;"Tietz 2015"
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"w";;;9,0;9,0;36,0;73,0;;"Tietz 2015"
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"u";;;9,0;9,0;;;;
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"m";;;14,0;14,0;37,0;74,0;;"Tietz 2015"
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"w";;;14,0;14,0;37,0;70,0;;"Tietz 2015"
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"u";;;14,0;14,0;;;;
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"m";;;18,0;18,0;30,0;63,0;;"Tietz 2015"
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"w";;;18,0;18,0;35,0;74,0;;"Tietz 2015"
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"u";;;18,0;18,0;35,0;74,0;;
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"w";;;999,0;999,0;;60,0;;
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"m";;;999,0;999,0;;60,0;;
104,0;"HDL - Cholesterin";"HDL - Cholesterin";"u";;;999,0;999,0;;60,0;;
109,0;"Antithrombin III";"Antithrombin III";"u";1,0;;;0,0;39,0;87,0;;"Lentze 2007"
109,0;"Antithrombin III";"Antithrombin III";"u";5,0;;;0,1;41,0;93,0;;"Lentze 2007"
109,0;"Antithrombin III";"Antithrombin III";"u";30,0;;;0,3;48,0;108,0;;"Lentze 2007"
109,0;"Antithrombin III";"Antithrombin III";"u";;3,0;;0,6;73,0;121,0;;"Lentze 2007"
109,0;"Antithrombin III";"Antithrombin III";"u";;6,0;;0,9;84,0;124,0;;"Lentze 2007"
109,0;"Antithrombin III";"Antithrombin III";"u";;;999,0;999,0;83,0;128,0;;
110,0;"Chlorid";"Chlorid";"u";;1,0;;0,4;95,0;116,0;;
110,0;"Chlorid";"Chlorid";"u";;;1,0;1,0;97,0;110,0;;
110,0;"Chlorid";"Chlorid";"u";;;18,0;18,0;98,0;107,0;;
110,0;"Chlorid";"Chlorid";"u";;;999,0;999,0;101,0;109,0;;
113,0;"Mikroalbumin im Urin";"Albumin im Sammelurin";"u";;;999,0;999,0;;20,0;;
114,0;"Albumin i.Urin";"Albumin im Sammelurin";"u";;;999,0;999,0;;20,0;;
115,0;"Albumin i.Urin / min";"Albumin i.Urin / min";"u";;;999,0;999,0;;21,0;;
117,0;"Calcium i. 24h Urin";"Calcium i.U./ 24h";"w";;;999,0;999,0;;6,2;;"Thomas, 8. Auflage"
117,0;"Calcium i. 24h Urin";"Calcium i.U./ 24h";"m";;;999,0;999,0;;7,5;;"Thomas, 8. Auflage"
117,0;"Calcium i. 24h Urin";"Calcium i.U./ 24h";"u";;;999,0;999,0;;;;"Thomas, 8. Auflage"
118,0;"Natrium i. 24h Urin";"Natrium i.U./ 24h";"u";;;999,0;999,0;130,0;260,0;"";
121,0;"Kalium i.Urin";"Kalium im Sammelurin";"u";;;999,0;999,0;28,0;67,0;;
122,0;"Kalium i.24h Urin";"Kalium i.U./ 24h";"u";;;999,0;999,0;40,0;100,0;;
123,0;"freies T4";"freies T4";"u";7,0;;;0,1;15,4;41,5;;
123,0;"freies T4";"freies T4";"u";15,0;;;0,2;10,9;26,7;;
123,0;"freies T4";"freies T4";"u";;;3,0;3,0;11,3;20,4;;
123,0;"freies T4";"freies T4";"u";;;6,0;6,0;11,2;18,4;;
123,0;"freies T4";"freies T4";"u";;;8,0;8,0;11,5;18,2;;
123,0;"freies T4";"freies T4";"u";;;10,0;10,0;10,7;18,8;;
123,0;"freies T4";"freies T4";"u";;;11,0;11,0;10,6;17,3;;
123,0;"freies T4";"freies T4";"u";;;12,0;12,0;10,1;18,1;;
123,0;"freies T4";"freies T4";"u";;;13,0;13,0;10,0;17,8;;
123,0;"freies T4";"freies T4";"u";;;14,0;14,0;10,2;17,8;;
123,0;"freies T4";"freies T4";"u";;;15,0;15,0;10,3;17,8;;
123,0;"freies T4";"freies T4";"u";;;16,0;16,0;9,7;17,5;;
123,0;"freies T4";"freies T4";"u";;;17,0;17,0;10,5;19,3;;
123,0;"freies T4";"freies T4";"u";;;19,0;19,0;8,3;21,5;;
123,0;"freies T4";"freies T4";"u";;;999,0;999,0;9,0;16,0;;
124,0;"freies T3";"freies T3";"u";;;999,0;999,0;3,3;6,1;;
124,0;"freies T3";"freies T3";"u";7,0;;;0,1;2,6;10,1;;
124,0;"freies T3";"freies T3";"u";15,0;;;0,2;2,5;8,3;;
124,0;"freies T3";"freies T3";"u";;;3,0;3,0;3,3;7,8;;
124,0;"freies T3";"freies T3";"u";;;6,0;6,0;3,4;7,3;;
124,0;"freies T3";"freies T3";"u";;;8,0;8,0;4,3;7,2;;
124,0;"freies T3";"freies T3";"u";;;10,0;10,0;3,9;7,2;;
124,0;"freies T3";"freies T3";"u";;;11,0;11,0;3,5;7,1;;
124,0;"freies T3";"freies T3";"u";;;12,0;12,0;3,5;7,2;;
124,0;"freies T3";"freies T3";"u";;;13,0;13,0;3,1;7,0;;
124,0;"freies T3";"freies T3";"u";;;14,0;14,0;2,9;7,1;;
124,0;"freies T3";"freies T3";"u";;;15,0;15,0;2,9;6,8;;
124,0;"freies T3";"freies T3";"u";;;16,0;16,0;2,9;6,8;;
124,0;"freies T3";"freies T3";"u";;;17,0;17,0;3,3;6,8;;
124,0;"freies T3";"freies T3";"u";;;19,0;19,0;2,7;7,3;;
125,0;"Thrombinzeit";"Thrombinzeit";"u";;;999,0;999,0;10,0;18,0;;
126,0;"Fibrinogen";"Fibrinogen";"u";;;999,0;999,0;150,0;450,0;;"Lentze 2007"
126,0;"Fibrinogen";"Fibrinogen";"u";1,0;;;0,0;167,0;399,0;;"Lentze 2007"
126,0;"Fibrinogen";"Fibrinogen";"u";5,0;;;0,1;162,0;462,0;;"Lentze 2007"
126,0;"Fibrinogen";"Fibrinogen";"u";30,0;;;0,3;162,0;378,0;;"Lentze 2007"
126,0;"Fibrinogen";"Fibrinogen";"u";;3,0;;0,6;150,0;379,0;;"Lentze 2007"
126,0;"Fibrinogen";"Fibrinogen";"u";;6,0;;0,9;150,0;387,0;;"Lentze 2007"
127,0;"Faktor V";"Faktor V";"u";1,0;;;0,0;34,0;108,0;;"Lentze 2007"
127,0;"Faktor V";"Faktor V";"u";5,0;;;0,1;45,0;145,0;;"Lentze 2007"
127,0;"Faktor V";"Faktor V";"u";30,0;;;0,3;62,0;134,0;;"Lentze 2007"
127,0;"Faktor V";"Faktor V";"u";;3,0;;0,6;48,0;132,0;;"Lentze 2007"
127,0;"Faktor V";"Faktor V";"u";;6,0;;0,9;58,0;146,0;;"Lentze 2007"
127,0;"Faktor V";"Faktor V";"u";;;999,0;999,0;70,0;130,0;;"Lentze 2007"
128,0;"Folsäure";"Folsäure";"u";;;16,0;16,0;;;;
128,0;"Folsäure";"Folsäure";"u";;;999,0;999,0;3,1;19,9;;
129,0;"Vitamin B12";"Vitamin B12";"u";;;16,0;16,0;;;;
129,0;"Vitamin B12";"Vitamin B12";"u";;;999,0;999,0;180,0;914,0;;
135,0;"Homovanillinsäure";"Homovanillinsäure im Sammelurin";"u";;;999,0;999,0;;;;
136,0;"Toxoplasma IgM (ISAG";"Toxoplasma IgM (ISAGA)";"u";;;999,0;999,0;;;"negativ";
137,0;"Yersinia enterocolit";"Y. enterocolitica 3 (Aggl)";"u";;;999,0;999,0;;;"< 1: 200";
138,0;"Yersinia enterocolit";"Y. enterocolitica 9 (Aggl)";"u";;;999,0;999,0;;;"< 1: 200";
139,0;"Yersinia pseudotuber";"Y. pseudotuberculosis (Aggl)";"u";;;999,0;999,0;;;"< 1: 200";
140,0;"Clozapin";"Clozapin";"u";;;999,0;999,0;0,1;0,6;;
141,0;"Eisen";"Eisen";"u";;;18,0;18,0;40,0;180,0;;"Lentze 2007"
141,0;"Eisen";"Eisen";"u";;;999,0;999,0;70,0;130,0;;
145,0;"Albumin";"Albumin";"u";;;999,0;999,0;55,8;66,1;;
146,0;"alpha-1 Globulin";"alpha-1 Globulin";"u";;;999,0;999,0;2,9;4,9;;
147,0;"alpha-2 Globulin";"alpha-2 Globulin";"u";;;999,0;999,0;7,1;11,8;;
148,0;"beta-Globulin";"beta-Globulin";"u";;;999,0;999,0;8,1;12,7;"";
149,0;"gamma-Globulin";"gamma-Globulin";"u";;;999,0;999,0;11,1;18,8;;
150,0;"Blutsenkung";"Blutsenkung";"u";;;999,0;999,0;;12,0;;
151,0;"Neutrophile";"Neutrophile";"u";;;999,0;999,0;40,0;74,0;;
152,0;"Lymphozyten";"Lymphozyten";"u";;;999,0;999,0;19,0;48,0;;
153,0;"Monozyten";"Monozyten";"u";;;999,0;999,0;3,4;9,0;;
154,0;"Eosinophile Granuloz";"Eosinophile";"u";;;999,0;999,0;;7,0;;
155,0;"Basophile Granulozyt";"Basophile";"u";;;999,0;999,0;;2,0;;
156,0;"Anisozytose";"Anisozytose";"u";;;999,0;999,0;;;;
157,0;"Mikrozytose";"Mikrozytose";"u";;;999,0;999,0;;;;
158,0;"Makrozytose";"Makrozytose";"u";;;999,0;999,0;;;;
159,0;"absolute Retikulozyt";"Retikulozyten, Konz.";"u";;;999,0;999,0;18,0;158,0;;
160,0;"Retikulozyten";"Retikulozyten";"u";;;999,0;999,0;6,0;25,0;;
161,0;"AFP";"AFP";"u";;2,0;;0,5;;600,0;;
161,0;"AFP";"AFP";"u";;3,0;;0,6;;180,0;;
161,0;"AFP";"AFP";"u";;4,0;;0,7;;130,0;;
161,0;"AFP";"AFP";"u";;5,0;;0,8;;60,0;;
161,0;"AFP";"AFP";"u";;6,0;;0,9;;25,0;;
161,0;"AFP";"AFP";"u";;9,0;;0,9;;17,0;;
161,0;"AFP";"AFP";"u";;12,0;;0,9;;10,0;;
161,0;"AFP";"AFP";"u";1,0;;;0,0;10000,0;80000,0;;
161,0;"AFP";"AFP";"u";14,0;;;0,1;;70000,0;;
161,0;"AFP";"AFP";"u";28,0;;;0,3;;22000,0;;
161,0;"AFP";"AFP";"u";;;;0,0;;9,0;;
161,0;"AFP";"AFP";"u";;;999,0;999,0;;9,0;;
163,0;"Carbamazepin";"Carbamazepin";"u";;;999,0;999,0;8,0;12,0;;
165,0;"Thyreoglobulin-AK";"Thyreoglobulin-AK";"u";;;999,0;999,0;;33,0;;
166,0;"Thyreoidale-Peroxida";"Thyreoidale-Peroxidase-AK";"u";;;999,0;999,0;;60,0;;
167,0;"TSH-Rezeptor-AK";"TSH-Rezeptor-AK";"u";;;999,0;999,0;;1,8;;
168,0;"Cortisol";"Cortisol-Einzelanalyse";"u";7,0;;;0,1;2,0;11,0;;"Tietz 2015"
168,0;"Cortisol";"Cortisol-Einzelanalyse";"u";;;16,0;16,0;3,0;21,0;;"Tietz 2015"
168,0;"Cortisol";"Cortisol-Einzelanalyse";"u";;;999,0;999,0;7,0;23,0;;
169,0;"ß2-Mikroglobulin";"ß2-Mikroglobulin alt";"u";;;999,0;999,0;;2,0;;
170,0;"monoklonaler Ig-Typ";"monoklonaler Ig-Typ 1";"u";;;999,0;999,0;;;;
171,0;"monoklonale Konzentr";"monoklonale Konzentr.1";"u";;;999,0;999,0;;;;
172,0;"monoklonaler Ig-Typ";"monoklonaler Ig-Typ 2";"u";;;999,0;999,0;;;;
173,0;"monoklonale Konzentr";"monoklonale Konzentr.2";"u";;;999,0;999,0;;;;
174,0;"IgA im Serum";"IgA";"u";;;999,0;999,0;70,0;400,0;;
174,0;"IgA im Serum";"IgA";"u";14,0;;;0,2;0,0;10,0;"";
174,0;"IgA im Serum";"IgA";"u";;;1,0;1,0;10,0;60,0;"";
174,0;"IgA im Serum";"IgA";"u";;;3,0;3,0;30,0;100,0;"";
174,0;"IgA im Serum";"IgA";"u";;;6,0;6,0;30,0;200,0;"";
175,0;"IgA_D";"IgA_D";"u";;;999,0;999,0;70,0;400,0;;
176,0;"IgA Ratio";"IgA Ratio";"u";;;999,0;999,0;0,7;1,3;;
177,0;"IGM_D";"IGM_D";"u";;;999,0;999,0;40,0;230,0;;
178,0;"IgM Ratio";"IgM Ratio";"u";;;999,0;999,0;0,7;1,3;;
179,0;"L-Kappa";"Leichtketten-Kappa gesamt";"u";;;999,0;999,0;629,0;1350,0;;
180,0;"L-Lambda";"Leichtketten-Lambda gesamt";"u";;;999,0;999,0;313,0;723,0;;
181,0;"Kappa/Lambda-Quotien";"Kappa/Lambda-Quotient";"u";;;999,0;999,0;1,5;3,3;;
182,0;"Rheumafaktor";"Rheumafaktor";"u";;;999,0;999,0;;14,0;;
183,0;"Triglyceride";"Triglyceride";"u";28,0;;;0,3;11,0;280,0;"";
183,0;"Triglyceride";"Triglyceride";"u";;12,0;;0,9;50,0;200,0;"";
183,0;"Triglyceride";"Triglyceride";"u";;;18,0;18,0;30,0;150,0;"";
183,0;"Triglyceride";"Triglyceride";"u";;;999,0;999,0;;150,0;;
184,0;"VLDL - Cholesterin";"VLDL - Cholesterin";"u";;;999,0;999,0;;40,0;;
184,0;"VLDL - Cholesterin";"VLDL - Cholesterin";"u";;;16,0;16,0;;;;
185,0;"LDL/HDL";"LDL/HDL";"u";;;999,0;999,0;;3,0;;
185,0;"LDL/HDL";"LDL/HDL";"u";;;16,0;16,0;;;;
186,0;"HbA1c";"HbA1c";"u";;;999,0;999,0;4,2;6,3;;
188,0;"Borrelien-IgG";"Borrelien IgG (EIA)";"u";;;999,0;999,0;;10,0;;
189,0;"Borrelien-IgM";"Borrelien IgM (EIA)";"u";;;999,0;999,0;;;"negativ";
190,0;"Treponema (TPHA)";"Treponema (TPHA)";"u";;;999,0;999,0;;;"negativ";
192,0;"CD-Transferrin";"CD-Transferrin";"u";;;999,0;999,0;;2,6;;
193,0;"TAD-S";"Trizykl. Antidepressiva";"u";;;999,0;999,0;;;;
194,0;"Opiate";"Opiate";"u";;;999,0;999,0;;;;
195,0;"Acetaminophen";"Acetaminophen";"u";;;999,0;999,0;10,0;30,0;;
196,0;"Anti-HAV-IgM";"Anti-HAV IgM";"u";;;999,0;999,0;;;"negativ";
200,0;"Homocystein";"Homocystein";"u";;;999,0;999,0;;12,0;;
200,0;"Homocystein";"Homocystein";"u";;;15,0;15,0;;10,0;;"Tietz 2015"
201,0;"AFP";"AFP alt";"u";;;999,0;999,0;;10,0;;
201,0;"AFP";"AFP alt";"u";;2,0;;0,5;;600,0;"";
201,0;"AFP";"AFP alt";"u";;3,0;;0,6;;180,0;"";
201,0;"AFP";"AFP alt";"u";;4,0;;0,7;;130,0;"";
201,0;"AFP";"AFP alt";"u";;5,0;;0,8;;60,0;"";
201,0;"AFP";"AFP alt";"u";;6,0;;0,9;;25,0;"";
201,0;"AFP";"AFP alt";"u";;9,0;;0,9;;17,0;"";
201,0;"AFP";"AFP alt";"u";;12,0;;0,9;;10,0;;
201,0;"AFP";"AFP alt";"u";1,0;;;0,0;10000,0;80000,0;"";
201,0;"AFP";"AFP alt";"u";14,0;;;0,2;;70000,0;"";
201,0;"AFP";"AFP alt";"u";28,0;;;0,3;;22000,0;"";
202,0;"CEA";"CEA alt";"u";;;999,0;999,0;;3,0;;
203,0;"Anti-HBs";"Anti-HBs";"u";;;999,0;999,0;;;"immun > 10";
205,0;"Dir.Bili";"Dir.Bilirubin";"u";;;18,0;18,0;;0,2;;
205,0;"Dir.Bili";"Dir.Bilirubin";"u";;;999,0;999,0;;0,2;;
206,0;"Ind.Bili";"Ind.Bilirubin";"u";;;999,0;999,0;;;;
207,0;"25-Hydroxy-Vitamin D";"25-Hydroxy-Vitamin D3";"u";;;16,0;16,0;;;;
207,0;"25-Hydroxy-Vitamin D";"25-Hydroxy-Vitamin D3";"u";;;999,0;999,0;30,0;100,0;;
208,0;"1.25 Dihydroxy Vitam";"1.25 Dihydroxy Vitamin D3";"u";;;16,0;16,0;;;;
208,0;"1.25 Dihydroxy Vitam";"1.25 Dihydroxy Vitamin D3";"u";;;999,0;999,0;15,2;90,1;;"Fa. IDS, Beipackzettel"
209,0;"Gentamicin";"Gentamicin";"u";;;999,0;999,0;;;"< 1 (Talspiegel)";
210,0;"Segmentkernige Granu";"Segmentkernige";"u";;;999,0;999,0;40,0;74,0;"";
210,0;"Segmentkernige Granu";"Segmentkernige";"u";1,0;;;0,0;35,0;74,0;"";
210,0;"Segmentkernige Granu";"Segmentkernige";"u";;1,0;;0,4;13,0;58,0;"";
210,0;"Segmentkernige Granu";"Segmentkernige";"u";;;2,0;2,0;10,0;47,0;"";
210,0;"Segmentkernige Granu";"Segmentkernige";"u";;;4,0;4,0;22,0;56,0;"";
210,0;"Segmentkernige Granu";"Segmentkernige";"u";;;6,0;6,0;30,0;64,0;"";
211,0;"freies Hb im Serum";"freies Hb im Serum";"u";;;999,0;999,0;;40,0;;
212,0;"Blutalkohol";"Blutalkohol";"u";;;999,0;999,0;;0,1;;
213,0;"Albumin";"Albumin";"u";14,0;;;0,2;2,5;4,5;"";
213,0;"Albumin";"Albumin";"u";;;6,0;6,0;3,6;5,2;"";
213,0;"Albumin";"Albumin";"u";;;999,0;999,0;3,5;5,2;;
214,0;"Influenza A KBR";"Influenza A (KBR)";"u";;;999,0;999,0;;;"< 1: 40";
215,0;"Influenza B KBR";"Influenza B (KBR)";"u";;;999,0;999,0;;;"< 1: 40";
217,0;"Parainfluenza 1 KBR";"Parainfluenza 1 KBR";"u";;;999,0;999,0;;;"< 1: 40";
218,0;"Parainfluenza 2 KBR";"Parainfluenza 2 KBR";"u";;;999,0;999,0;;;"< 1: 40";
219,0;"Parainfluenza 3 KBR";"Parainfluenza 3 KBR";"u";;;999,0;999,0;;;"< 1: 40";
221,0;"Mykoplasma KBR";"Mykoplasmen (KBR)";"u";;;999,0;999,0;;;"< 1: 40";
222,0;"Mykoplasma Agglut.";"Mykoplasmen (Aggl)";"u";;;999,0;999,0;;;"< 1: 160";
224,0;"Mumps IgG (CLIA)";"Mumps IgG (CLIA)";"u";;;999,0;999,0;;;"Immun > 11";
226,0;"Mumps IgM (CLIA)";"Mumps IgM (CLIA)";"u";;;999,0;999,0;;;"negativ";
227,0;"Picorna-Entero-Viren";"Picorna-Entero-Viren KBR";"u";;;999,0;999,0;;;"< 1: 40";
228,0;"Magnesium";"Magnesium";"u";;;999,0;999,0;1,5;2,0;"";
228,0;"Magnesium";"Magnesium";"u";6,0;;;0,1;1,0;2,1;;
228,0;"Magnesium";"Magnesium";"u";;;18,0;18,0;1,3;2,0;;
229,0;"Fibrinogenspaltprodu";"Fibrinogenspaltprodukte";"u";;;999,0;999,0;;5,0;;
230,0;"Reptilase-N";"Reptilase-Zeit";"u";;;999,0;999,0;;23,0;;
231,0;"Theophyllin";"Theophyllin";"u";;;999,0;999,0;5,0;20,0;;
232,0;"HCV-PCR";"HCV-PCR";"u";;;999,0;999,0;;;;
233,0;"Plattenepithelien";"Plattenepithelien";"u";;;999,0;999,0;;;;
234,0;"Rundepithelien";"Rundepithelien";"u";;;999,0;999,0;;;;
235,0;"Schleim";"Schleim";"u";;;999,0;999,0;;;;
236,0;"Urate";"Urate";"u";;;999,0;999,0;;;;
237,0;"Calcium-Oxalate";"Calcium-Oxalate";"u";;;999,0;999,0;;;;
238,0;"Calcium-Carbonate";"Calcium-Carbonate";"u";;;999,0;999,0;;;;
239,0;"Harnsäure";"Harnsäure";"u";;;999,0;999,0;;;"";
240,0;"Tripel-Phosphate";"Tripel-Phosphate";"u";;;999,0;999,0;;;;
241,0;"Sproßpilze";"Sproßpilze";"u";;;999,0;999,0;;;;
242,0;"Hyaline Zylinder";"Hyaline Zylinder";"u";;;999,0;999,0;;;;
243,0;"Granulierte Zylinder";"Granulierte Zylinder";"u";;;999,0;999,0;;;;
244,0;"Procalcitonin";"Procalcitonin";"u";;;999,0;999,0;;0,5;;
245,0;"Lamotrigin";"Lamotrigin";"u";;;999,0;999,0;3,0;14,0;;
247,0;"Haptoglobin";"Haptoglobin";"u";;;999,0;999,0;0,3;2,0;;
248,0;"HSV-IgG (CLIA)";"HSV-IgG (CLIA)";"u";;;999,0;999,0;;;"negativ";
257,0;"Plasmazellen";"Plasmazellen";"u";;;999,0;999,0;;;"0";
258,0;"Metamyelozyten";"Metamyelozyten";"u";;;999,0;999,0;;;"0";
259,0;"Stabkernige Granuloz";"Stabkernige";"u";;;999,0;999,0;;4,0;"";
259,0;"Stabkernige Granuloz";"Stabkernige";"u";1,0;;;0,0;;12,0;"";
259,0;"Stabkernige Granuloz";"Stabkernige";"u";;1,0;;0,4;;8,0;"";
259,0;"Stabkernige Granuloz";"Stabkernige";"u";;;2,0;2,0;;6,0;"";
