TEST_NR;NAME_KURZ_10;NAME_LANG;NAME_BEFUND_LANG;GUELTIG_AB;EINHEIT_NAME;NORMALWERT_VON;NORMALWERT_BIS;BEURTEILUNG;ARBEITSPLATZ_BEZ
792;FAKII;Faktor II;Faktor II;18.02.2003;%;34;102;;Gerinnung Faktoren
792;FAKII;Faktor II;Faktor II;18.02.2003;%;70;130;;Gerinnung Faktoren
792;FAKII;Faktor II;Faktor II;18.02.2003;%;60;116;;Gerinnung Faktoren
792;FAKII;Faktor II;Faktor II;18.02.2003;%;33;93;;Gerinnung Faktoren
792;FAKII;Faktor II;Faktor II;18.02.2003;%;45;105;;Gerinnung Faktoren
792;FAKII;Faktor II;Faktor II;18.02.2003;%;26;70;;Gerinnung Faktoren
793;FAK13;Faktor XIII;Faktor XIII;18.02.2003;%;70;120;;Gerinnung Faktoren
794;FAKX;Faktor X;Faktor X;18.02.2003;%;31;87;;Gerinnung Faktoren
794;FAKX;Faktor X;Faktor X;18.02.2003;%;35;107;;Gerinnung Faktoren
794;FAKX;Faktor X;Faktor X;18.02.2003;%;19;79;;Gerinnung Faktoren
794;FAKX;Faktor X;Faktor X;18.02.2003;%;12;68;;Gerinnung Faktoren
794;FAKX;Faktor X;Faktor X;18.02.2003;%;38;118;;Gerinnung Faktoren
794;FAKX;Faktor X;Faktor X;18.02.2003;%;70;140;;Gerinnung Faktoren
795;FAKVII;Faktor VII;Faktor VII;18.02.2003;%;35;143;;Gerinnung Faktoren
795;FAKVII;Faktor VII;Faktor VII;18.02.2003;%;39;143;;Gerinnung Faktoren
795;FAKVII;Faktor VII;Faktor VII;18.02.2003;%;28;104;;Gerinnung Faktoren
795;FAKVII;Faktor VII;Faktor VII;18.02.2003;%;47;127;;Gerinnung Faktoren
795;FAKVII;Faktor VII;Faktor VII;18.02.2003;%;42;138;;Gerinnung Faktoren
795;FAKVII;Faktor VII;Faktor VII;18.02.2003;%;70;130;;Gerinnung Faktoren
796;FAKXI;Faktor XI;Faktor XI;18.02.2003;%;41;97;;Gerinnung Faktoren
796;FAKXI;Faktor XI;Faktor XI;18.02.2003;%;27;79;;Gerinnung Faktoren
796;FAKXI;Faktor XI;Faktor XI;18.02.2003;%;23;87;;Gerinnung Faktoren
796;FAKXI;Faktor XI;Faktor XI;18.02.2003;%;10;66;;Gerinnung Faktoren
796;FAKXI;Faktor XI;Faktor XI;18.02.2003;%;49;134;;Gerinnung Faktoren
796;FAKXI;Faktor XI;Faktor XI;18.02.2003;%;70;140;;Gerinnung Faktoren
798;SEROTON;Serotonin;Serotonin;18.02.2003;;;;;Versand
799;CHRO_A;Chromogranin A;Chromogranin A;18.02.2003;U/l;0;18;;Versand
806;COFFEIN;Coffein;Coffein;19.02.2003;µg/ml;2;10;;Toxikologie
808;HSRE-U24;Harnsäure i.24h Urin;Harnsäure i.U./ 24h;19.02.2003;mg/24h;0;750;;Quantitative Urinana
812;VIT B2;Vitamin B2 (Riboflav;Vitamin B2 (Riboflavin) im EDTA-Blut;19.02.2003;;1;1,5;;Versand
817;A_INTR_F;Ak g. Intrinsic-Fakt;Intrinsic-Factor;19.02.2003;U/ml;;5;;Infektserologie
820;GASTRIN;Gastrin;Gastrin;19.02.2003;;;;;Versand
821;IGA_SL;IGA_SL;IGA_SL;19.02.2003;;;;;Liquor
822;IGA_L%;IgA % im Liquor;IgA % im Liquor;19.02.2003;;;;;Liquor
824;IGM_SL;IGM_SL;IGM_SL;19.02.2003;;;;;Liquor
825;IGM_L%;IgAM% im Liquor;IgAM% im Liquor;19.02.2003;;;;;Liquor
826;IGM_Q;IgM-Quotient;IgM-Quotient;19.02.2003;;;;;Liquor
832;HIV_LB;HIV 1/2-ELISA (Behri;HIV-1/2(EIA) Behring;19.02.2003;;;;negativ;Infektserologie
833;EE104;Rosshaar;Rosshaar;19.02.2003;AU/ml;;;;Allergie/löschen
834;EE99;Hasenkot;Hasenkot;19.02.2003;AU/ml;;;;Allergie/löschen
835;EE20;Hühnerkot;Hühnerkot;19.02.2003;AU/ml;;;;Allergie/löschen
836;EE85;Hühnerfedern;Hühnerfedern;19.02.2003;AU/ml;;;;Allergie/löschen
837;test;test;test;19.02.2003;AU/ml;;;;Allergie/löschen
839;D-ALSRE;d-Aminolävulinsäure;d-Aminolävulinsäure im Sammelurin;19.02.2003;µmol/l;;;;Toxikologie
840;D-ALS 24;d-Aminolävulinsäure;d-Aminolävulinsäure i. U./ 24 h;19.02.2003;µmol/24h;2;49;;Toxikologie
841;HIV1_B;HIV 1-WB;HIV 1-WB;19.02.2003;;;;;Infektserologie
842;GP160_1;GP 160;GP 160;19.02.2003;;;;negativ;Infektserologie
843;GP110_1;GP 110/120;GP 110/120;19.02.2003;;;;negativ;Infektserologie
844;P68_1;P 68;P 68;19.02.2003;;;;negativ;Infektserologie
845;P55_1;P 55;P 55;19.02.2003;;;;negativ;Infektserologie
846;P52_1;P 52;P 52;19.02.2003;;;;negativ;Infektserologie
847;GP41_1;GP 41;GP 41;19.02.2003;;;;negativ;Infektserologie
848;P40_1;P 40;P 40;19.02.2003;;;;negativ;Infektserologie
849;P34_1;P 34;P 34;19.02.2003;;;;negativ;Infektserologie
850;P24/25_1;P 24/25;P 24/25;19.02.2003;;;;negativ;Infektserologie
851;P18_1;P 18;P 18;19.02.2003;;;;negativ;Infektserologie
853;GP105_2;GP 105;gp 105;19.02.2003;;;;negativ;Infektserologie
854;P56_2;P 56;P 56;19.02.2003;;;;negativ;Infektserologie
855;GP140_2;GP 140;GP 140;19.02.2003;;;;negativ;Infektserologie
856;P68_2;P 68;P 68;19.02.2003;;;;negativ;Infektserologie
857;GP36_2;GP 36;GP 36;19.02.2003;;;;negativ;Infektserologie
858;P34_2;P 34;P 34;19.02.2003;;;;negativ;Infektserologie
859;P26_2;P 26;P 26;19.02.2003;;;;negativ;Infektserologie
860;P16_2;P 16;P 16;19.02.2003;;;;negativ;Infektserologie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;3;21,7;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;23,7;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;85,5;422,7;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;3;88,6;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;65,5;471,7;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;108,3;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;37,3;270,2;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;33,4;245;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;34,5;568,9;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;25,9;460,2;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;30,5;175,8;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;33,5;349,7;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;7,4;122,7;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;101,6;522,6;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;;;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;98,3;413,4;;Chemie
869;DHEA-S;Dehydroepiandrostero;DHEA-S;20.02.2003;µg/dl;7,4;99,1;;Chemie
884;FTYPH;FTYPH;FTYPH;20.02.2003;;;;;Chemie
903;THRO_A_F;Thrombozyten Auto-Ak;Antithrombozytäre Antikörper im Serum;21.02.2003;;;;;Versand
906;ALP;alk. Leukozytenphosp;Alk. Leukozytenphosphatase;21.02.2003;;10;100;;Hämatologie Sonder
910;C-PEPTID;C-Peptid;C-Peptid;21.02.2003;ng/ml;0,8;4,2;;Toxikologie
911;MYCOPHEN;Mycophenolsäure;Mycophenolsäure;21.02.2003;mg/l;2,5;4,5;;Toxikologie
920;HBS_AGLB;HBs Antigen (Behring;HBs-Antigen *;21.02.2003;;;;negativ;Infektserologie
930;PRIMIDON;Primidon;Primidon;21.02.2003;µg/ml;5;10;;Toxikologie
931;FIB_CLA;Fibrinogen nach Clau;Fibrinogen nach Clauss;21.02.2003;mg/dl;180;380;;Gerinnung
974;HIV1/2L;HIV 1/2 im Liquor;HIV 1/2 im Liquor;25.02.2003;;;;negativ;Chemie
980;NA;Natrium;Natrium;25.02.2003;mmol/l;136;146;;Chemie
980;NA;Natrium;Natrium;25.02.2003;mmol/l;129;143;;Chemie
980;NA;Natrium;Natrium;25.02.2003;mmol/l;132;147;;Chemie
980;NA;Natrium;Natrium;25.02.2003;mmol/l;132;145;;Chemie
982;CITRAT-SU;Citrat im Sammelurin;Citrat im Sammelurin;25.02.2003;mmol/24h;;;;Versand
983;OXALAT-SU;Oxalat im Sammelurin;Oxalat im Sammelurin;25.02.2003;mmol/24h;;0,45;;Versand
985;ADH;Adiuretin (Vasopress;Adiuretin (Vasopressin);25.02.2003;;;;;Versand
987;FF5;Roggenmehl;Roggenmehl;25.02.2003;AU/ml;;;;Allergie/löschen
988;CREA-SU;Creatinin i.Urin;Creatinin im Sammelrin;25.02.2003;mg/dl;;;;Quantitative Urinana
999;NA-SU;Natrium i. Urin;Natrium im Sammelurin;25.02.2003;mmol/l;40;220;;Quantitative Urinana
1000;K-SU;Kalium i.Urin;Kalium im Sammelurin;25.02.2003;mmol/l;25;125;;Quantitative Urinana
1001;A_ACET_R;Ak g. Acetylcholin-R;Ak g. Acetylcholin-Rezeptoren;25.02.2003;;;;;Versand
1010;C1_INAKT;C1-Esterase-Inhibito;C1-Esterase-Inhibitor;26.02.2003;g/l;0,15;0,35;;Proteine
1011;ETHOSUX;Ethosuximid;Ethosuximid;26.02.2003;µg/ml;40;100;;Toxikologie
1011;ETHOSUX;Ethosuximid;Ethosuximid;26.02.2003;µg/ml;40;80;;Toxikologie
1029;A_DESMOP;Ak g. Desmoplakin I/;Desmoplakin I/II;26.02.2003;;;;;Versand
1043;GONO_K;Gonokokken KBR;Gonokokken (KBR);27.02.2003;Titer;;;negativ;Infektserologie
1202;ALU-S;Aluminium i Serum;Aluminium;03.03.2003;µg/l;;;;Versand
1237;NORDAZEP;Nordiazepam;Nordiazepam;04.03.2003;µg/ml;0,2;0,8;;Toxikologie
1239;ACTH;ACTH;ACTH;05.03.2003;pg/ml;10;185;;Toxikologie
1239;ACTH;ACTH;ACTH;05.03.2003;pg/ml;50;570;;Toxikologie
1239;ACTH;ACTH;ACTH;05.03.2003;pg/ml;10;48;;Toxikologie
1240;A_INSULI;Ak g. Insulin;Ak g. Insulin;05.03.2003;;;;;Versand
1241;A_INSELZ;Ak g. Inselzellen;Ak g. Inselzellen;05.03.2003;;;;;Versand
1242;LEISHM_P;Leishmanien;Leishmanien (PHA);05.03.2003;Titer;;;negativ;Infektserologie
1243;HG-U;Quecksilber i.Urin;Quecksilber im Urin;05.03.2003;;;;;Versand
1252;HISTO_K;Histoplasma (KBR);Histoplasma (KBR);05.03.2003;Titer;;;< 1: 10;Infektserologie
1272;CD52;(CD52);(CD52);06.03.2003;;;;;Hämatologie Immunzyt
1280;DIAZEPAM;Diazepam;Diazepam;06.03.2003;µg/ml;0,2;0,5;;Toxikologie
1300;FF75;Eigelb;Eigelb;11.03.2003;AU/ml;;;;Allergie/löschen
1301;FF1;Eiklar (Hühnereiweiß;Eiklar (Hühnereiweiß);11.03.2003;AU/ml;;;;Allergie/löschen
1302;FF76;Alpha-Lactalbumin;Alpha-Lactalbumin;11.03.2003;AU/ml;;;;Allergie/löschen
1303;FF238;Alpha-Lactalbumin, g;Alpha-Lactalbumin, gekocht;11.03.2003;AU/ml;;;;Allergie/löschen
1304;FF77;Beta-Lactoglobulin;Beta-Lactoglobulin;11.03.2003;AU/ml;;;;Allergie/löschen
1305;FF78;Kasein;Kasein;11.03.2003;AU/ml;;;;Allergie/löschen
1306;FF4;Weizenmehl;Weizenmehl;11.03.2003;AU/ml;;;;Allergie/löschen
1307;FURO;Furosemid;Furosemid;11.03.2003;µg/ml;2;5;;Toxikologie
1308;EE6;Meerschweinchen-Epit;Meerschweinchen-Epithelien;12.03.2003;AU/ml;;;;Allergie/löschen
1309;CC1;Penicilloyl G;Penicilloyl G;12.03.2003;AU/ml;;;;Allergie/löschen
1310;CC2;Penicilloyl V;Penicilloyl V;12.03.2003;AU/ml;;;;Allergie/löschen
1311;CC6;Cephalosporin;Cephalosporin;12.03.2003;AU/ml;;;;Allergie/löschen
1315;CLONAZEP;Clonazepam;Clonazepam;13.03.2003;ng/ml;30;60;;Toxikologie
1316;OXAZEPAM;Oxazepam;Oxazepam;14.03.2003;µg/ml;0,2;1,5;;Toxikologie
1317;HANT_M_I;Hantavirus-IgM IFT;Hantavirus IgM (IFT);14.03.2003;;;;negativ;Infektserologie
1318;B2-TRANS;B-2-Transferrin;B-2-Transferrin im Serum;18.03.2003;;;;;Versand
1319;STH;Somatotropes Hormon;Somatotropes Hormon;19.03.2003;ng/ml;;;;Toxikologie
1319;STH;Somatotropes Hormon;Somatotropes Hormon;19.03.2003;ng/ml;;3,61;;Toxikologie
1319;STH;Somatotropes Hormon;Somatotropes Hormon;19.03.2003;ng/ml;;0,97;basal;Toxikologie
1321;CD117;(CD117);(CD117);19.03.2003;;;;;Hämatologie Immunzyt
1322;CD65;(CD65);(CD65);19.03.2003;;;;;Hämatologie Immunzyt
1324;a-NE-Fä.KM;alpha-NE-Färbung;alpha-NE-Färbung;19.03.2003;;;;;Hämatologie Sonder
1325;CY_MPO;cy Myeloperoxidase;cy Myeloperoxidase;19.03.2003;;;;;Hämatologie Immunzyt
1326;CY_CD3;cy CD3;cy_CD3;19.03.2003;;;;;Hämatologie Immunzyt
1327;CY_IGM;cy IgM;cy IgM;19.03.2003;;;;;Hämatologie Immunzyt
1328;CD41;(CD41);(CD41);19.03.2003;;;;;Hämatologie Immunzyt
1329;FS11;Nüsse;Nüsse;19.03.2003;AU/ml;;;;Allergie/löschen
1330;FS22;Früchte II;Früchte II;19.03.2003;AU/ml;;;;Allergie/löschen
1331;HH2;Hollister-Stier;Hollister-Stier;19.03.2003;AU/ml;;;;Allergie/löschen
1332;FF2;Milcheiweiß;Milcheiweiß;19.03.2003;AU/ml;;;;Allergie/löschen
1333;FF231;Milcheiweiß, gekocht;Milcheiweiß, gekocht;19.03.2003;AU/ml;;;;Allergie/löschen
1334;ES170;Nager;Nager;19.03.2003;AU/ml;;;;Allergie/löschen
1335;ES173;Bettfedern;Bettfedern;19.03.2003;AU/ml;;;;Allergie/löschen
1336;EE111;Gänsedaunen;Gänsedaunen;19.03.2003;AU/ml;;;;Allergie/löschen
1338;CA-SU;Calcium i. Urin;Calcium im Sammelurin;20.03.2003;mmol/l;;7,5;;Toxikologie
1340;TP-U;Eiweiß im Urin;Eiweiß im Urin;20.03.2003;g/l;;0,15;;Quantitative Urinana
1343;ADB_L;Anti-DNAse B (ADB);Anti-DNAse B (ADB);20.03.2003;E/ml;;200;;Infektserologie
1348;MG-SU;Magnesium i.Urin;Magnesium im Sammelurin;20.03.2003;mval/l;6;10;;Quantitative Urinana
1353;COCCID_K;Coccidioides (KBR);Coccidioides (KBR);22.03.2003;Titer;;;< 1: 4;Infektserologie
1354;CL-SU;Chlorid im Sammeluri;Chlorid im Sammelurin;22.03.2003;mmol/l;;;;Quantitative Urinana
1365;PHOS-SU;Phosphat i.Urin;Phosphat im Sammelurin;25.03.2003;mmol/l;13;42;;Quantitative Urinana
1368;ANDROST;Androstendion;Androstendion;25.03.2003;ng/ml;0,3;3,5;;Versand
1370;LORAZEP;Lorazepam;Lorazepam;26.03.2003;ng/ml;80;250;;Toxikologie
1371;PROTHIPE;Prothipendyl;Prothipendyl;26.03.2003;µg/ml;0,1;0,3;;Toxikologie
1372;DIPHENHY;Diphenhydramin;Diphenhydramin;26.03.2003;µg/ml;0,03;0,1;;Toxikologie
1373;SELEN;Selen;Selen im Serum;27.03.2003;;;;;Versand
1374;II1;Bienengift;Bienengift;27.03.2003;AU/ml;;;;Allergie/löschen
1375;II3;Wespengift;Wespengift;27.03.2003;AU/ml;;;;Allergie/löschen
1380;FF13;Erdnuß;Erdnuß;28.03.2003;AU/ml;;;;Allergie/löschen
1381;FF16;Walnuß;Walnuß;28.03.2003;AU/ml;;;;Allergie/löschen
1386;CYSTIN;Cystin;Cystin im Sammelurin;31.03.2003;mmol/l;;0,3;;Versand
1387;CYSTIN24;Cystin i.24h;Cystin im Sammelurin;31.03.2003;mmol/24h;;;;Toxikologie
1390;IL-8;IL-8;IL-8;31.03.2003;pg/ml;;5;;Versand
1396;OSTEOCAL;Osteocalcin;Osteocalcin;01.04.2003;ng/ml;6;35;;Versand
1398;ROTA_K;Rota-Virus;Rota-Virus;01.04.2003;Titer;;;< 1: 30;Infektserologie
1399;TPA;TPA;TPA;01.04.2003;;;;;Infektserologie
1400;CK_ISO;CK-Isoenzyme (CMBB,;CK-Isoenzyme (CMBB, CKMM, Makro-CK) im Serum;01.04.2003;;;;;Versand
1401;ROET_GL;Röteln IgG im Liquor;Röteln IgG im Liquor;01.04.2003;;;;;Chemie
1407;TT8;Ulme;Ulme;03.04.2003;AU/ml;;;;Allergie/löschen
1408;TT11;Plantane (ahornblätt;Plantane (ahornblättrige);03.04.2003;AU/ml;;;;Allergie/löschen
1409;TT12;Salweide;Salweide;03.04.2003;AU/ml;;;;Allergie/löschen
1410;TT14;Pappel;Pappel;03.04.2003;AU/ml;;;;Allergie/löschen
1415;A_RETIKU;Ak g. Retikulin;Ak g. Retikulin;04.04.2003;;;;;Versand
1422;FRUKT.AM;Fruktosamine;Fruktosamine;09.04.2003;;;;;Versand
1458;EC;EC;EC;09.04.2003;;;;;Urinstatus
1459;EC;EC;EC;09.04.2003;;;;;Urinstatus
1522;SHBG;SHBG;SHBG;10.04.2003;nmol/l;;;;Chemie
1522;SHBG;SHBG;SHBG;10.04.2003;nmol/l;;;;Chemie
1522;SHBG;SHBG;SHBG;10.04.2003;nmol/l;;;;Chemie
1522;SHBG;SHBG;SHBG;10.04.2003;nmol/l;18;136;;Chemie
1522;SHBG;SHBG;SHBG;10.04.2003;nmol/l;13;90;;Chemie
1526;HSRE-SU;Harnsäure i.Urin Ein;Harnsäure im Sammelurin;10.04.2003;mg/dl;27;50;;Quantitative Urinana
1527;VIP;Vasoaktives intestin;Vasoakt. intest. Protein;10.04.2003;pg/ml;32;63;;Versand
1531;THC-U;THC-U;Cannabis;11.04.2003;ng/ml;;;;Toxikologie
1535;BROMAZ;Bromazepam;Bromazepam;12.04.2003;ng/ml;80;150;;Toxikologie
1536;HERZMUSK;Ak g. Herzmuskelanti;Herzmuskulatur;12.04.2003;Titer;;;< 1: 10;Autoantikörper
1541;A_YO;Ak g. Yo (Purkinje-Z;Yo;14.04.2003;;;;negativ;Autoantikörper
1546;HBF-FÄRB.;Nachweis fetaler (Hb;Nachweis fetaler (Hb-F-Zellen);15.04.2003;‰;;;;Versand
1547;CLOMETHI;Clomethiazol;Clomethiazol;15.04.2003;µg/ml;1;3;;Toxikologie
1549;ATYP-ZEL;Atypische Lymphozyte;Atypische Zellen;15.04.2003;%;;;0;Hämatologie
1550;EIW-L LI;Gesamteiweiß i.L.;Gesamteiweiß im Liquor;15.04.2003;mg/dl;15;45;;Chemie
1550;EIW-L LI;Gesamteiweiß i.L.;Gesamteiweiß im Liquor;15.04.2003;mg/dl;;95;;Chemie
1550;EIW-L LI;Gesamteiweiß i.L.;Gesamteiweiß im Liquor;15.04.2003;mg/dl;;55;;Chemie
1550;EIW-L LI;Gesamteiweiß i.L.;Gesamteiweiß im Liquor;15.04.2003;mg/dl;;105;;Chemie
1552;TSH st.;TSH stimuliert;TSH stimuliert;16.04.2003;mU/l;;;;Chemie
1552;TSH st.;TSH stimuliert;TSH stimuliert;16.04.2003;mU/l;;;;Chemie
1553;TSH Diff;TSH Differenz;TSH Differenz;16.04.2003;mU/l;2,5;25;;Chemie
1557;TRIMIPRA;Trimipramin;Trimipramin;17.04.2003;ng/ml;70;170;;Toxikologie
1563;OPIPRA;Opipramol;Opipramol;17.04.2003;µg/ml;0,02;0,2;;Toxikologie
1564;PROPYPHE;Propyphenazon;Propyphenazon;17.04.2003;µg/ml;1,5;12,5;;Toxikologie
1590;CC204;Amoxicillin;Amoxicillin;23.04.2003;AU/ml;;;;Allergie/löschen
1596;CD71;(CD71);(CD71);24.04.2003;;;;;Hämatologie Immunzyt
1605;MIDAZOL;Midazolam;Midazolam;25.04.2003;ng/ml;80;250;;Toxikologie
1606;GS1;Gräser;Gräser;25.04.2003;AU/ml;;;;Allergie/löschen
1611;FF195;Sojamilch;Sojamilch;27.04.2003;AU/ml;;;;Allergie/löschen
1617;FF239;Beta-Lactoglobulin,;Beta-Lactoglobulin, gekocht;28.04.2003;AU/ml;;;;Allergie/löschen
1626;T3-Ges.;Gesamt-T3;Gesamt-T3;29.04.2003;nmol/l;1,2;2,7;;Chemie
1628;CD61;(CD61);(CD61);30.04.2003;;;;;Hämatologie Immunzyt
1629;CD64;(CD64);(CD64);30.04.2003;;;;;Hämatologie Immunzyt
1634;CHLORA;Chloramphenicol;Chloramphenicol;02.05.2003;µg/ml;10;20;;Toxikologie
1643;ES171;Federn;Federn;06.05.2003;AU/ml;;;;Allergie/löschen
1667;FS13;Getreide;Getreide;09.05.2003;AU/ml;;;;Allergie/löschen
1668;FF49;Apfel;Apfel;09.05.2003;AU/ml;;;;Allergie/löschen
1677;CD1-KM;(CD1);(CD1);13.05.2003;;;;;Hämatologie Immunzyt
1678;FS20;Nahrungsmittel V;Nahrungsmittel V;13.05.2003;AU/ml;;;;Allergie/löschen
1680;BASO  HD;Basophile Granulozyt;Basophile;13.05.2003;%;;2;;Hämatologie
1695;FF9;Reis;Reis;16.05.2003;AU/ml;;;;Allergie/löschen
1696;FF35;Kartoffel;Kartoffel;16.05.2003;AU/ml;;;;Allergie/löschen
1716;FF105;Schokolade;Schokolade;19.05.2003;AU/ml;;;;Allergie/löschen
1744;TS1;B{ume I;Bäume I;21.05.2003;AU/ml;;;;Allergie/löschen
1745;TS2;B{ume II;Bäume II;21.05.2003;AU/ml;;;;Allergie/löschen
1749;PROMETH;Promethazin;Promethazin;22.05.2003;ng/ml;2;18;;Toxikologie
1755;CLOBAZAM;Clobazam;Clobazam;22.05.2003;µg/ml;0,1;0,4;;Toxikologie
1756;CD16-KM;(CD16);(CD16);22.05.2003;;;;;Hämatologie Immunzyt
1757;CD56-KM;(CD56);(CD56);22.05.2003;;;;;Hämatologie Immunzyt
1758;CD57-KM;(CD57);(CD57);22.05.2003;;;;;Hämatologie Immunzyt
1759;TOXO_AVI;Toxoplasma IgG Avidi;Toxoplasma IgG Avidität (IFT);22.05.2003;%;70;;;Infektserologie
1760;ALB-S LI;Albumin i.S.;Albumin;22.05.2003;g/dl;3,5;5,5;;Liquor
1761;ALB_S IS;Albumin im Serum;Albumin;23.05.2003;g/dl;3,5;5,5;;Liquor
1767;PERAZ;Perazin;Perazin;23.05.2003;ng/ml;2;100;;Toxikologie
1770;CATEC-H;Catecholamine i. H-P;Catecholamine im Heparin-Pl.;26.05.2003;ng/l;;;;Versand
1771;ES172;Käfigvögel;Käfigvögel;26.05.2003;AU/ml;;;;Allergie/löschen
1772;FS30;Mehle II;Mehle II;26.05.2003;AU/ml;;;;Allergie/löschen
1773;FS23;Mehle I;Mehle I;26.05.2003;AU/ml;;;;Allergie/löschen
1774;WS1;Kräuter I;Kräuter I;26.05.2003;AU/ml;;;;Allergie/löschen
1775;WS13;Kräuter II;Kräuter II;26.05.2003;AU/ml;;;;Allergie/löschen
1776;WS14;Blütenmischung I;Blütenmischung I;26.05.2003;AU/ml;;;;Allergie/löschen
1777;WS15;Blütenmischung II;Blütenmischung II;26.05.2003;AU/ml;;;;Allergie/löschen
1778;GG76;Flufhafer;Flufhafer;26.05.2003;AU/ml;;;;Allergie/löschen
1779;GG18;Gerste;Gerste;26.05.2003;AU/ml;;;;Allergie/löschen
1780;GG71;Glatthafer;Glatthafer;26.05.2003;AU/ml;;;;Allergie/löschen
1781;GG70;Haasrgerste;Haasrgerste;26.05.2003;AU/ml;;;;Allergie/löschen
1782;GG14;Hafer;Hafer;26.05.2003;AU/ml;;;;Allergie/löschen
1783;GG20;Mais;Mais;26.05.2003;AU/ml;;;;Allergie/löschen
1784;GG101;Weizen;Weizen;26.05.2003;AU/ml;;;;Allergie/löschen
1785;EE52;Kaninchen/Hasenepith;Kaninchen/Hasenepithelien;26.05.2003;AU/ml;;;;Allergie/löschen
1787;CO HB;Co-Hämoglobin;Co-Hämoglobin;27.05.2003;%;;1;;Chemie
1788;TCA;Trichloressigsre.i.U;Trichloressigsre.i.U.;27.05.2003;µg/ml;;;negativ;Toxikologie
1789;A_RI;Ak g. RI (Neuronen-A;Ri;28.05.2003;;;;negativ;Autoantikörper
1790;A_HU;Ak g. Hu;Hu;28.05.2003;;;;negativ;Autoantikörper
1795;CMV_I;CMV IgG;CMV IgG;30.05.2003;AU/ml;;;;Infektserologie
1797;BLEI;Blei i.Urin;Blei i.Urin;30.05.2003;µg/dl;;;;Versand
1799;CD34-Z;CD34-Zellen;CD34-Zellen;30.05.2003;/µl;;;;Hämatologie Immunzyt
1800;YERS_B_A;Y. enterocolitica Bl;Y. enterocolitica Blot IgA;30.05.2003;;;;negativ;Infektserologie
1801;YERS_B_G;Y. enterocolitica Bl;Y. enterocolitica Blot IgG;30.05.2003;;;;negativ;Infektserologie
1802;FF44;Erdbeere;Erdbeere;02.06.2003;AU/ml;;;;Allergie/löschen
1803;FF18;Paranuß;Paranuß;02.06.2003;AU/ml;;;;Allergie/löschen
1804;NEOPT;Neopterin;Neopterin im Serum;02.06.2003;;;;;Versand
1805;FF33;Orange;Orange;02.06.2003;AU/ml;;;;Allergie/löschen
1806;GLUCA;Glucagon;Glucagon;02.06.2003;;;;;Versand
1808;TT10;Walnußbaum;Walnußbaum;02.06.2003;AU/ml;;;;Allergie/löschen
1810;CD45;(CD45);(CD45);03.06.2003;;;;;Hämatologie Immunzyt
1812;WW9;Spitzwegerich;Spitzwegerich;03.06.2003;AU/ml;;;;Allergie/löschen
1813;WW21;Parietaria judaica.;Parietaria judaica.;03.06.2003;AU/ml;;;;Allergie/löschen
1814;PANKR;Pankreolauryl;Pankreolauryl;03.06.2003;%;20;;;Stuhlanalyse
1815;A_2_M;alpha-2-Makroglobuli;alpha-2-Makroglobulin im Serum;04.06.2003;g/l;1,3;3;;Versand
